about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,2/19/2020,"My chosen fitness family! I feel at home when I'm here and that my big brother or sister is pushing me to achieve fitness perfection. I love, love, love this studio space.",rgi-XEIiAFBijKfs40vdfQ,Rodney W.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,10/30/2019,Best HIIT class in LA.,WgNYHv-Vn_BcYwnCSFwNXQ,Delmus C.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,8/6/2019,Training Mate was just about the highlight of my time in LA. I've been to gyms all over SF and NYC and it doesn't get better than this. ,4ChmSrawzM63mFed4JT6sQ,Jennifer L.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,1/24/2020,Training mate is an amazing environment with upbeat friendly staff and trainers it's a sweaty home away from home. The work out is awesome you really get to control how hard your work out is.,R5Y6BSdF1GWSwVaRrZcchw,Presli J.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,12/3/2019,"Listen, this place is HIIT workout but it has to cater to everyone from beginners to advanced. If you want more out of it; then push yourself to go harder i.e. pick a heavier weight, run a little faster, bike faster, make it a true workout. ",JztHoZISAg6vNDvouq7jBw,Melvin M.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,2/7/2019,"If you hate working out and you love laughing go here. Every time I go, I'm in tears from laughter. My favorite flamboyant teacher mark makes me want to workout while making laugh. The instructors especially mark can be crude with their humor. So if you cant handle it then this is not the place for you. However, if you love a fast pace moving workout and teachers that make you forget you're working out - come here. Everyone is so friendly and funny. It is by far one of my favorite workouts in hollywood!",L5zw0WJ9RdbVdspenv4HPQ,Brianna O.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,9/6/2019,"I usually attend the Studio City location (closer to home) but have been to Weho twice whenever on that side of town for work I'll squeeze in a workout. It's a fun and hard Workout and I promise you'll smile more than you usually do while sweating your ass off. Love the high energy and varied workouts. Def recommend this gym to anyone, even beginners!",bS5PwoZGsHDYVrGqetFAOg,Vanessa P.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,5/7/2019,This gym is so damn good. So much variety of exercises to do. The Australian instructors are very knowledgable. Did I mention they are hilarious? Most of the them are austrlian.,zguxKhQh2G9YpGlDu6Kd2w,Arshiya P.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,8/3/2019,"I continue to be such an advocate of Training Mate. After a few years of attending classes regularly, it just never gets old. The exercises are always switched up, the staff always overly friendly (you'll get used to their eagerness to put a smile on your face) and the camaraderie between strangers working out on the same circuit never ceases to amaze me. I took Tom's class today and for a new instructor I was pleased with his enthusiasm - was refreshing! Hope they open up more studios near me soon (east side).",P1npRyO4a59KrsWzfcFc2g,Perri F.,90046
High intensity group fitness with an Aussie twist!,7825 Santa Monica Blvd,5.0,"Boot Camps,Interval Training,Gyms",Training Mate West Hollywood,168,5,,11/24/2018,Love the energy of the people. Very Motivational. Reuben was a great instructor with a flare of good vibes. Highly recommend the place to try. This is my first time doing circuit training. Simple yet effective. It's one of those things people overlook until they try it.,1Rp3Avzg3gZ2HUBhN94b6w,Richard L.,90046
"Ask me about my FREE in-depth assessment! CONQR Personal Training provides you with an at-home personal trainer, in-gym personal trainer, or personal trainer that trains you on-site at various locations. The trainer, Salar Ahmad, provides his training services in Beverly Hills and throughout the San Fernando Valley, stretching from Studio City, to Sherman Oaks, Encino, Tarzana and Calabasas. Whether you require at-home training or in-gym training, you receive personalized fitness training regimens. Salar has helped individuals from beginners to athletes, with fitness, nutrition and lifestyle coaching. He's worked with kids as young as 11, to adults up to 83 and everyone in between. Salar makes customized plans for each client based on their specific needs and goals.​ You can find personal trainers anywhere nowadays. Rather than calling himself one of these ""personal trainers"" Salar considers himself to be a lifestyle coach who just so happens to be a personal trainer who is driven to helping you make long term changes to your health and fitness.","Los Angeles, CA 91403",5.0,Trainers,CONQR Training,2,5,Sherman Oaks,6/5/2019,"Okay, so I love dealt with a lot of trainers in my day ... and this is by far the best experience I've had! So knowledgable, professional, and really helps you understand how to properly utilise your muscles for optimal growth! I lost body fat, and gained muscle, and couldn't be happier with my transformation! Thank you, thank you, thank you! I will recommend you to all of my friends!",ZnhaAjDNOw5w0RDjaOyq8Q,Briana W.,91403
"Ask me about my FREE in-depth assessment! CONQR Personal Training provides you with an at-home personal trainer, in-gym personal trainer, or personal trainer that trains you on-site at various locations. The trainer, Salar Ahmad, provides his training services in Beverly Hills and throughout the San Fernando Valley, stretching from Studio City, to Sherman Oaks, Encino, Tarzana and Calabasas. Whether you require at-home training or in-gym training, you receive personalized fitness training regimens. Salar has helped individuals from beginners to athletes, with fitness, nutrition and lifestyle coaching. He's worked with kids as young as 11, to adults up to 83 and everyone in between. Salar makes customized plans for each client based on their specific needs and goals.​ You can find personal trainers anywhere nowadays. Rather than calling himself one of these ""personal trainers"" Salar considers himself to be a lifestyle coach who just so happens to be a personal trainer who is driven to helping you make long term changes to your health and fitness.","Los Angeles, CA 91403",5.0,Trainers,CONQR Training,2,5,Sherman Oaks,6/5/2019,"Loved working with Salar! He really got me exactly where I wanted to be so fast. I came in with no experience in anything. I've always been a ""small girl"" but I wasn't toned and didn't have much of a shape to my body and had absolutely no strength or endurance. I would get tired walking to my mailbox from my house. I told Salar how I wanted my body to look and in a few months, and expectations were surpassed. My waist is the smallest it's ever been, I have abs!, and a booty! Most importantly, I feel good. I can run miles and not feel like I'm dying now. He taught me how to meal plan and prep. He was so attentive and really focused on my every move to make sure I didn't hurt myself. He was extremely patient with me. There would be days where I would tell him I hated him with almost every rep but he kept the workouts fun and kept me going with his encouragement. Highly recommend!!!",GvKlUVfveuvjFXdwAYZBCQ,Rea E.,91403
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,3/14/2020,Loveeeee it here. Going on my third year. Can't see my daily life without this community. Coach Mike is my favorite.,xy1kEClu83Epy8OFT0VFJw,Mari S.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,1/24/2020,"Started CrossFit beginning of this year after some extensive research. I am leaving for a law enforcement academy soon and my agency suggested that I should prepare myself by taking cross fit lessons. I had my doubts before going in because the word CrossFit already sound pretty intimidating especially for someone so out of shape like me. However that was not the case at all. One of the assistant managers, Emi, immediately welcomed me the moment I walked in and made me feel welcomed and most importantly, belonged. The coaches here are all super nice and motivating as well. There has never been a time where I went home disappointed. ",g0ZeBhzy8E7VoCkt6Tzksw,Janelle S.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,9/7/2019,Crossfit is my Disneyland.  I'm so glad that I found this gym. Amazing trainers and reasonable prices.,OF54N5YjDKAGVF9KxrEqFQ,Cleo T.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,3/6/2019,"This place is amazing. I have zero weight lifting background and only ever go rock climbing. Needless to say im a total noob when it comes to working out and lifting weights. Steve, Jess, and Mike have helped me a ton in this department. Their patience in showing me how to do each workout is commendable. Literally, I've never done a back squat and they showed me how to do it so i wouldn't hurt myself... they even go around to check on your form to make sure you stay on point. I couldn't recommend a friendlier place! Everyone pushes you to do your best... Even if you are the last person to finish or use the lowest weights, it doesn't matter here. Just give it your all!",nMVRg20dSeEZauzwf4vMuA,Mike J.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,8/9/2018,"Definitely challenging. Overall atmosphere is great, positive,  & encouraging vibes in general! The Coaches are very understanding and work with everybody on an individual level which is pretty cool :) On a final note; I appreciate the fact that the facility is maintained & kept impressively so fresh and so clean on a daily basis  ",o8akvUz9ozrvsG-3uu9rKw,Carlos R.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,6/13/2018,"I love this box. I am only in the area for a few months since I am a travel nurse.  I never done crossfit before and was initially hesitant because I didn't want to go somewhere intimidating or with those ""crazy crossfit"" rude people that I have heard so much about (yes, maybe I was a little too judgmental but I was apprehensive and didn't want a bad experience).  After hearing a few of my friends had a good crossfit experience and that a lot of it depends on where you go, I was able to try this place for one month at a low cost, then could choose a membership if I wanted.",C6pdMZVQC8jSj5ruRRpzmg,Emily D.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,7/23/2015,Where can I begin with #CFGH? I can happily say that CFGH has quickly become my fitness home. I don't know if I've ever said that phrase before about a gym...because I've never considered a gym to be a place where there is community. ,stNQiCx_bxBMLH2Vh4xhnw,Narciso A.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,2/16/2019,"I just started CrossFit. Day one Kenedi was super nice and helpful, same with Jessica on day 2.  If the other coaches are anything like these two it's gonna be great!! Looking forward to more!",XT_7GoryXvLD1jMd5YAwnw,Jeff W.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,12/9/2018,Amazing crossfit gym!,qtMvd29YQX1AG3dCrsOjpQ,Pavel T.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,6/13/2016,"A welcoming environment - I was extremely intimidated at the thought of CrossFit, but my boyfriend was very curious and had suggested we try it out a few times. He even purchased a Groupon to CFGH which had opened across the street from my apartment.  I was very dismissive and honestly I was intimidated, heavy weights, intensity, and the cost. I grew up playing sports and have stayed fairly active, so I wasn't detoured from physical activity. One day as we were walking our dog we wandered in and inquired. We were greeted by Coach, Mike, he kindly answered all of our questions. I felt a little better after speaking to him, but still felt like it was a commitment I wasn't sure I could make.   ",UOlDkaeR7x4ACKRe5WugUg,Rocio G.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,10/1/2018,"Definitely a great Box to be a part of! The people are welcoming and the trainers rock! Mike is great at explaining and demonstrating the movements. His team of coaches that I have had are awesome as well. Jessica, Mellissa Jeri and Kenedi are all great coaches! They push you to do your best. It is definitely a challenging and fun workout. I like going to workout and being cheered in by all and cheering on others as well. Great community at CrossFit Granada Hills. They have a lot of parking also.. good bonus :)",OI0YkxDgRifDxQgmI-vzfA,K E.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,3/20/2017,"Though I havent been to any other crossfit locations to compare CFGH to, i wouldnt picture it any other way. ",hjdyfkXTxmik7Pmj0R5d0g,Manu L.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,1,Granada Hills,3/29/2018,"We were even allowed to participate in the ""free"" trail class, because the Instructor at that time (didn't catch his name) told us ""because we are kin students, we aren't allowed to try it"" idk what was wrong with our group simply trying cross fit, but obviously we weren't good enough for this elite jerks crossfit class.",H3TSZfgqpkvRQC8VlUc4OA,Alexander G.,91344
"CFGH specializes in CrossFit, its methodologies, and its simplicity - which is why we are so effective. We also are highly effective at coaching other sports such as powerlifting, weightlifting and Strongman.

CrossFit is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide. Also, moms, dads, students and other everyday athletes looking to maintain a healthy lifestyle.

The CrossFit program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. The needs of Olympic athletes and our grandparents differ by degree, not kind, so we scale load and intensity based on the needs and capabilities of the individual athlete.

As a result, our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Our terrorist hunters, skiers, mountain bike riders and housewives have found their best fitness from the same regimen.",10721 Lindley Ave,5.0,"Trainers,Gyms",CrossFit Granada Hills,41,5,Granada Hills,3/20/2017,At the end of 2016 I changed jobs. Much more frightening than new job uncertainty was the realization that I was going to have to find a new CrossFit box. NOOOOOOOO!,5ir9sM2SN7ky2o7gPiZyGQ,CJ P.,91344
