about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,8/29/2010,Roxy is amazing.  ,VgCFRKlepyMAWA-t0lzS6w,Winnie W.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,7/9/2011,"Oh hey y'all.  The other reviewers aren't lying when they say that the Function 5 Fitness team and Roxy are amazzzzzing.  I found the gym while searching for kickboxing in LA, but it's so much more than that.  Roxy offers personal training, nutrition advice, and a super positive, fun environment that really makes you want to come back and work out.  She's also a great source for all things LA - quality recommendations for everything from chiropractors to hair salons.  Plus, you can't help but love her for the fact that she seems to knows how to push you w/out you really realizing that she's pushing you.  She's definitely figured out how to create a positive atmosphere without turning it into a preschool/coddling type of environment.  And, they just got a gym cat who is absolutely adorable.  What more could you want from a place?",i4fZRc8I4hf9C6pl3cfprw,Liz L.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,7/19/2012,"Being newish to LA I had been searching for a new Muay Thai gym. In all my research I kept coming back and checking out the F5 website. The price seemed right and the environment they projected looked really positive and inviting. Yesterday they were running a special deal on Yelp and I jumped on it. Natalie had the unfortunate task of helping me when I called. She helped me figure out what level class to jump into and also answered several other questions and helped me get into my first class there. A class that was already full, that I was trying to get into last minute, and at a sale price - she still did everything she could to help me while being incredibly sweet. I was half expecting a full blindside leg kick as I walked in the door (it would have been well deserved). Instead, I was greeted with a smile AND they let me borrow hand wraps (I forgot mine in my rush to make it to class). From there I started into the class that was being taught by Kate. She gave me some great instruction and ran a fun class that was a great workout. As we moved into the padwork, my eyes lit up. THEY HAVE FRESH GEAR! I grabbed the pads and to my surprise they still had cushion. If you've never worked pads, trust me this is huge. Most gyms live on their craptastic gear for ages. ",po9g0hkgIBg7VGQCsGbRzA,Eddie C.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,5/28/2011,"I went to a free intro Muy Thai class with a friend to check it out and I had a great time. Roxy and the other instructor were great. I then took the MMA Circuits and Drills class with Dustin. He's also great. To be honest, exercising at the gym has always been BORING to me and jogging is also dull. I guess I have a short attention span. Roxy, Dustin an d the rest know what they are doing and they will keep your mind and body engaged. I'm glad I found out about this place. I",rt21vZGBg_JIUdezbENDHg,George R.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,2/13/2011,"Roxy changed my life. I have been seeing her for about 3-4 months now, and my body, lifestyle, mental and physical health have done a complete 180. I have never been in better shape in my life. She's not only my personal trainer, but nutritionist and Muay Thai guru-- and I have never loved working out the way that I do now. I take Muay Thai classes about 5 times a week, with a strength conditioning training session thrown in there and I'd take more classes if I could-- it is so rewarding!!! Literally, I am a new person, and I have her specifically to thank :)",1CmFjC-afhmDo5RKO1hIWA,Lauren C.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,6/30/2009,"I started training with Roxy in January. Incorporating Muay Thai into my fitness regimen has changed my life!! Training with Roxy, I've developed a new level of physical strength that I have never experienced before. We've become great friends in the meantime. As a fellow trainer, she is totally my hero!!! I look up to and respect her, and aspire to be as powerful as she is in my training. She will uproot a dormant element of physical possibility that you may not realize you are capable of. Roxy, thank you for my deltoids!!",-ELqFfAQlS5W9bmk7a29cQ,Jenna P.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,5/25/2011,I've had a couple of Muay Thai Kick- sessions with Roxy and am certainly a big fan.,nygWfg6ge9k8klJEboorrQ,Jon B.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,6/26/2009,"I started training with Roxy back in 2007. I'm in and out of town all the time for work. The first thing I do when I get back in town is give her a call. I'm really excited that she has her own place now. I used to just train Muay Thai with her but now she has a full gym at her disposal. She definitely works me out hard! But it is always exciting, new and challenging. Roxy is great at what she does; always smiling, always giving me new challenges and always encouraging. And..she's getting me in great shape. Love her!",d88A0MGP84-SLrnJztX1lQ,German A.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,4,Mid-Wilshire,2/19/2013,"great friendly gym, super nice people, and really reasonably priced, will definitely be back for some more training.",wOwuw_U97TL-cyMzY4ycpg,Harley M.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,12/10/2012,"I started training Muay Thai at Function Five about 2 months ago. It has been a painful journey for the ego, and the body, but it is absolutely amazing learning and living. Thanks to all the instructors that I have had. Everyone is intent on technique and they are relentless in pushing you to do it correctly. The pairing can be challenging on any given day, but they do a terrific job in matching people, and quite frankly, catering the classes to the strengths and weaknesses of the pairings. I am sort of looking forward to getting hit in the head, but so far all the bumps and bruises have  been self inflicted. It is a bummer when I have the pad close to my face and forget to offer resistance, but it gets me back in the moment really quickly! Thanks F5!",vJNAlbcf9sOLzddN4O5eWw,Ben H.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,7/30/2014,"I have to move across the country for work, and one of the things I will miss the most about Los Angeles is Function 5 Fitness. In my six months at Function 5, I considerably lowered my cholesterol and blood pressure, significantly reduced the medication I have to take, drastically lowered my alcohol intake (and other bad habits that need not be enumerated on Yelp), lost about 20 pounds of fat, and gained strength. I was able to recoup the vast amount of  membership costs in saved health care expenses, and projecting out into the future, I am  confident in saying that my time at Function 5 will end up saving me a good deal of money.  Everyone I worked with at Function 5 (and I worked with all the Muay Thai instructors, Roxy, Kate, Emily, Dustin, Daniel, and Anthony) are excellent, and more importantly, they are kind and genuine people, which is tough to find in this town. Function 5 helped me make considerable lifestyle changes, and Muay Thai is a tremendous amount of fun. If you live close enough to join this gym, consider yourself extremely lucky.",63O1PnigO450WlioNdQVdg,Roger A.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,1/31/2012,"First place I went to try out since I got a deal on trubutes.. The parking is a hassel but the classes are great.. I will b a reg here. Great way to work out bc i hate the gym and here I don't even complain about working out at all...Instructors are awesome, patient, and very good at teaching. Prices are very convient as well...",LpbPwEaPf27ACz3DzpW0EQ,johanna m.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,7/29/2009,"I honestly can say that I wish I could train with Roxy every single day.  She has been so great at motivating me and pushing me to do things that I didn't think were possible.  In addition to being a trainer, she is also a nutritionist and her knowledge and awareness of the mind/body connection is a great resource.  I definitely need a trainer who can be patient and kind and Roxy is both of those things, but she definitely makes you WORK!!  Encouragement is key in making real life changes and Roxy is there with you every step of the way to cheer you on and make sure that you are able to reach your fitness goals.  In addition to all of the hard work and support, our workouts are NEVER boring.  Roxy prepares an individual workout for each client, each visit.  So, you never do the same routine twice.  There isn't anything else that I could ask for in a personal trainer.  I heart Roxyfit!!!!!",cu0PELMQzkR8daEfuwMA8g,Melessa B.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,3/20/2013,"Function 5 is hands down the best Muay Thai gym in Los Angeles. The classes are small, the instructors are knowledgeable, professional, and most of all... Friendly. I've been to 3-4 Muay Thai and MMA gyms in LA, and buff dudes with egos are a dime a dozen. You won't find any of that at F5. ",Q0hSPzlpo60_pUVc-r19YA,Nick S.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,6/24/2015,"I was terrified of going to take Muay Thai because aside from dancing, I've never been athletic at all. Miserably failed as a child when I tried swimming, karate, and basketball. But here I am, 21 trying to get fit and deal with the stress of young adulthood. ",2qrPn2KEnkWEXck5ShpgTA,Maria Jose P.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,11/10/2014,"I LOVE this place!  I think it may be the best thing I have ever done in my life.  My friends can tell you how much I hate to work out, but this has changed my entire attitude towards sweating!  It is the only thing that has gotten me off my couch and improved my health.  ",WArry90lvnWu209VFziYZw,Saewon Y.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,11/4/2012,"Absolutely the  most informative classes (Recovery & Mobility, and Intro to Kettlebells) I've ever attended. At any price. The Yelp discount? Sheer Gravy.",4RT14F6T8pt5pjZKOo2e_A,Simon R.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,9/28/2015,"I have been at this gym for about a year now. It's small, it's friendly. The staff cares, and the community is super supportive. I love it.",o0I9_OslH3idrKW0t-JbmQ,Clint M.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,1/24/2012,Yeah I know it seems weird this place has only 5 star reviews - but it's that great of a gym! ,TKlH15wNTDjr7ADTBRCqZQ,Anna K.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,1/2/2016,"I began training at F5F six months ago and it's been a wonderful, transformative experience.  I've been generally athletic my entire life but had fallen out of any consistent regiment and was in pretty marginal shape.  I was getting fat, my flexibility and stamina were poor, and I'd gotten pretty weak.  I wasn't eating right and work related stress was getting the best of me.  As a result, I began to experience a variety of small but noticeable health concerns including circulation issues, joint pain, bad posture and inconsistent sleep.  One day I just took it all in and it was clear that I needed to make a change.  ",uhAElr7ZDMsnVsPSb1omtQ,Curtis H.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,4/20/2015,"Great place for Muay Thai.  Have only trained with Kate and Emily so far because of my schedule, but have known about Roxy and Dustin for a while and they are all top notch.",EyIwC3sdWjfZHTJsTO0RZQ,Juan Alberto L.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,11/27/2011,"I love all the bad ass female instructors; they are an inspiration.  A bunch of tough looking dudes came in after one of my beginners' classes, and there was something really empowering about seeing Kate teach it.  ",6mFWcaIuPLdwja-JQ2lEmw,Christine L.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,4,Mid-Wilshire,12/23/2013,Great Muay Thai classes! Professional and nice instructors.,3iIBvcrI9jf0Lcu3yb9NNg,Nathalia J.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,5/19/2016,"Its been and year and a half and I am going pretty much everyday for muay thai classes, sometimes 2 on saturdays. I work a full time job and make time for it in the morning (and sometimes night) because without it, my days just don't seem the same! this is when you know you've become and addict. hello, my name is sydel and I love F5. I moved since I started and decided to stay close (I actually moved down the street) because of it and some of my best friends, I met in classes. I normally dislike class type workouts and used to think $40 24 hr fitness membership would cut it, but this has changed my idea of what a workout is (mentally and physically) and the price is 100% worth it. I pretty much see all the trainers every day, if I don't I see them inside the gym I'll probably see them during other fun gym events like bowling, watching live fights, etc. because they're just all around awesome people- but really i'll just see you guys tomorrow morning ;)",9jpfKbCg4t2c80aNJ4Ix1g,Sydel S.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,5/24/2011,So at the outset I will say this is a very personal review for me. ,y4CIFKDLCamMTDchzT1HVA,Christine Z.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,5/20/2011,"AMAZING!!!!! all my life I have been trying to get fit and have always been met by a wall that refuses to turn anything on my body into muscle. I have even tried personal trainers! i started taking muay thai 2 and half months ago (3 times a week) and i have never seen such a change in my body like i have recently. The trainers here push you to your limit (without fainting) and provide you with positive feedback and encouragement. This is not your LA fitness cardio kickboxing type of class, be prepared to kick people (holding padding of course hehe) as well as to be kicked but DON""T be scared! it is the best stress relief around =D and your muscles will thank you for it. ",GmJpPByohx4IqJrrS9Xecw,Marian F.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,8/23/2015,"Today was my last day at F5 because tomorrow I am moving to New York. I've had thirteen great months at the gym, and I can honestly say that besides my friends Function 5 is the thing I am going to miss the most about Los Angeles.",1CBN58uk1rGZjHvIbmGQ7w,Adam B.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,1/21/2010,It's been almost two months since I've started training at Roxy Fit and I think I'm hooked! I was looking for a martial arts class because i wanted to work out AND learn a skill at the same time: this is perfect. ,VNdWoTlK7l4rEczRm-oVWw,laura g.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,12/11/2012,"I started here a few months ago coming from a crossfit gym that offered Muay Thai once a day.  I needed a new place with more options because I fell in love with Muay Thai.  I'm so glad I gave Function 5 a try.  Really great instruction, quality teachers, and fun people to work out with make this place a 5 star for sure!  The intro offer makes it worth trying for anyone that doubts.",8g5Ta1rR2Gzl2Cz1Jmn7eQ,jason h.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,2/27/2012,"Here's the thing; generally, I'm not a fan of exercise or anything that brings hard work. So basically, I'm the definition of lazy, and I thought that I had accepted that - up 'until the holidays (let's all sigh in agreement). I work full time in an office, and though I grew up dancing religiously, I haven't been to a dance class in a couple years, therefore, my ""activeness"" was practically zero. Y'know the drill, you wanna make change, blah, blah. The typical gym thing wasn't working out for me - most of the time I scurried away into the sauna and no one could stop me. Eventually, the stress, the frustration of the way I looked and felt was overwhelming. I came across F5, specifically interested in muay thai. I had tried it before, years ago, but at an (unwritten) all-men's sort of place. It was cool, I guess, if I had boy parts, but since I didn't, I was pretty much left in the back to sob alone and was never paid any attention to. After that, I gave up, so when the chance to try it again came up - I was hesitant for something similar to occur. ",-xumcwgTCHse-6taE_tHqQ,Shanyn W.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,8/25/2015,"This gym is incredible! All the trainers are really good at what they do and are very dedicated to seeing you succeed with your goals. I loved strength and conditioning with Jess and Tyler - made me stronger and encouraged me to continue lifting and gaining strength. Muay Thai here is great, every trainer makes sure to correct you and help you get the right form. Even though you take classes - you definitely get personal instruction within each class. Best gym in LA!!!! Five stars isn't enough for how great of a gym it is, and everyone here is super friendly - the culture is very welcoming!",D-zRJ99MxutFNzyLKZtR7Q,Simi K.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,8/28/2015,An Empowering Place to Train,9npPuPB4DQ2Hlow_02MpYQ,Cynthia Nicole C.,90036
"F5SXMT offers Muay Thai, kettlebells, barbell, and bodyweight training.",805 S La Brea Ave,5.0,"Trainers,Gyms,Muay Thai",F5 Strength and Muay Thai,63,5,Mid-Wilshire,3/22/2012,There are so many great things to say about Function 5 Fitness and their team of trainers. But first a short background about myself. At one point when i was younger I was very active with sports (basketball). I use to play on a regular basis and eventually when you aren't apart of any leagues or teams it quickly becomes once in a while or hardly ever. Next thing you know its months then years pass since being active. I've done the usual join a gym go for a the first few weeks and eventually stop. Can't stand the gym crowds and not really having enough of a knowledge or initiative to create and stick to a gym regiment. ,GlI08hl2ktOzMkgTwy5Oog,Dihan A.,90036
"BOOT CAMP H2O is the first-of a-kind Los Angeles based water fitness program to offer the highest level aquatic training exercise regime.
 
This is a hybrid of strength training and traditional water aerobics classes, H2O offers comprehensive sessions created specifically for each client and designed to strengthen core muscles groups.
 
A combination of traditional water classes and high intensity water based fitness program, provide the benefits of working out in a pool, with little to no impact on joints while expanding lung capacity, as well as the benefits of weight and resistance training of a traditional gym workout.",5870 Olympic Blvd,5.0,"Trainers,Swimming Pools,Boot Camps",Boot Camp H2O - Miracle Mile,24,5,Mid-Wilshire,11/9/2014,"I am hooked! I've been going to Bootcamp H20 consistently for just three months and I can easily say, it's the best and hardest workout I've had in my life. I have always been athletic and looking for challenging workouts, but in the past few years have had some serious back issues. The workouts that Igor leads are super intense, but with little to no impact on your joints (and my back, for that matter). You don't just swim laps, you are in and out of the pool, doing pushups, lunges, squats, and using weights nonstop for an hour. No workout is ever the same. Everyone I've met in the class has been doing this class with Igor for 2-4 years - real dedicated, and most of all strong with crazy endurance. I've gotten a lot stronger in the short time I've been going. You have to be able to swim at least freestyle. We do butterfly stroke a lot also, which I was terrible at, but after class one day recently Igor literally taught me how to do butterfly perfectly in, I kid you not, 20 minutes! Very impressive! I want to also mention that it's all ages, shapes, and sizes. And getting up for a 6 a.m. class seems awful, but you get used to it pretty quick. It's a great way to start the day.",vZjZbKOJBP9yT6MKIO-d-w,Kris L.,90036
"BOOT CAMP H2O is the first-of a-kind Los Angeles based water fitness program to offer the highest level aquatic training exercise regime.
 
This is a hybrid of strength training and traditional water aerobics classes, H2O offers comprehensive sessions created specifically for each client and designed to strengthen core muscles groups.
 
A combination of traditional water classes and high intensity water based fitness program, provide the benefits of working out in a pool, with little to no impact on joints while expanding lung capacity, as well as the benefits of weight and resistance training of a traditional gym workout.",5870 Olympic Blvd,5.0,"Trainers,Swimming Pools,Boot Camps",Boot Camp H2O - Miracle Mile,24,5,Mid-Wilshire,9/19/2011,"Working out is my favorite thing to do, & this is my favorite workout.",bdmCmjBa9AbiAFemZ9lNqA,Rachel T.,90036
"BOOT CAMP H2O is the first-of a-kind Los Angeles based water fitness program to offer the highest level aquatic training exercise regime.
 
This is a hybrid of strength training and traditional water aerobics classes, H2O offers comprehensive sessions created specifically for each client and designed to strengthen core muscles groups.
 
A combination of traditional water classes and high intensity water based fitness program, provide the benefits of working out in a pool, with little to no impact on joints while expanding lung capacity, as well as the benefits of weight and resistance training of a traditional gym workout.",5870 Olympic Blvd,5.0,"Trainers,Swimming Pools,Boot Camps",Boot Camp H2O - Miracle Mile,24,5,Mid-Wilshire,2/29/2012,"When I first saw this boot camp on Groupon during the Summer, I HAD to get it...I missed the deal. So, when a client mentioned this workout a few months ago, I immediately went to the web-site and signed up. ",Y1T8mieCmmFm0uEgt5ns_w,Michelle F.,90036
